,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,absences_days,mean_actual_hours,Non-Travel,Travel_Frequently,Travel_Rarely,Human Resources,Research & Development,Sales,Life Sciences,Marketing,Medical,Other,Technical Degree,Healthcare Representative,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Executive,Sales Representative,Divorced,Married,Single
734,735,3.0,3.0,3.0,3,3,39,0.0,29,2,1.0,2,38750,3.0,15,0,13.0,3,6,0,5,10,5.84,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
735,736,1.0,3.0,3.0,2,3,25,0.0,7,4,1.0,1,22160,2.0,13,3,6.0,2,3,1,2,8,6.58,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
736,737,4.0,3.0,2.0,3,3,52,0.0,2,1,1.0,2,117130,2.0,14,0,24.0,2,5,0,2,12,8.22,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
737,738,1.0,3.0,1.0,3,3,43,0.0,2,2,1.0,1,78610,1.0,14,2,20.0,1,20,1,8,11,8.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
738,739,4.0,4.0,3.0,3,3,27,0.0,2,4,1.0,1,37080,1.0,16,2,6.0,2,6,4,4,18,9.18,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
739,740,4.0,3.0,3.0,4,3,27,1.0,2,5,0.0,1,137700,1.0,18,1,8.0,3,8,7,7,8,9.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
740,741,1.0,4.0,3.0,3,4,26,0.0,2,2,1.0,3,53040,0.0,20,1,5.0,2,4,1,1,24,5.34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
741,742,3.0,1.0,3.0,3,3,42,0.0,23,3,0.0,3,26420,0.0,13,1,21.0,3,20,0,9,12,5.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
742,743,3.0,1.0,1.0,3,3,52,0.0,5,2,0.0,1,27590,9.0,18,1,12.0,6,5,0,4,14,5.69,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
743,744,1.0,3.0,3.0,3,3,37,0.0,20,5,1.0,2,68040,4.0,13,1,8.0,1,3,0,2,19,6.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
744,745,3.0,4.0,3.0,3,3,35,0.0,6,4,0.0,2,61420,2.0,15,1,10.0,2,2,2,2,19,6.63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
745,746,1.0,4.0,2.0,1,3,25,0.0,1,4,1.0,2,25000,4.0,14,2,7.0,2,3,0,2,21,6.88,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
746,747,3.0,1.0,3.0,2,4,26,0.0,29,4,1.0,1,63890,0.0,22,0,8.0,2,7,0,7,20,5.82,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
747,748,2.0,1.0,2.0,2,3,29,0.0,9,3,1.0,1,111030,1.0,12,0,10.0,5,10,0,9,8,5.59,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
748,749,1.0,1.0,3.0,3,3,49,1.0,6,5,0.0,2,23420,3.0,18,0,20.0,2,4,1,3,11,6.32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
749,750,3.0,4.0,3.0,3,3,29,1.0,3,2,0.0,2,68110,0.0,15,1,9.0,2,8,7,7,20,7.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
750,751,4.0,4.0,2.0,2,3,54,0.0,1,3,0.0,2,22970,6.0,18,2,29.0,2,20,12,7,19,5.36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
751,752,4.0,1.0,3.0,3,3,58,0.0,22,3,0.0,2,24500,3.0,12,1,32.0,2,9,1,5,3,9.94,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
752,753,2.0,4.0,4.0,3,3,55,0.0,7,3,0.0,3,50930,2.0,16,1,31.0,3,7,0,0,16,6.56,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
753,754,1.0,2.0,3.0,3,3,36,0.0,1,3,1.0,2,53090,3.0,13,0,15.0,5,5,0,1,15,8.42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
754,755,2.0,3.0,3.0,3,3,31,1.0,4,3,1.0,2,30570,1.0,19,0,1.0,3,1,0,0,9,6.61,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
755,756,4.0,1.0,3.0,3,3,30,0.0,3,3,1.0,3,51210,7.0,13,0,8.0,4,3,0,2,4,6.88,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
756,757,1.0,2.0,4.0,3,3,31,0.0,1,3,1.0,1,168560,3.0,12,1,9.0,3,3,1,0,13,6.54,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
757,758,4.0,1.0,3.0,4,3,34,0.0,2,1,0.0,5,26860,5.0,11,0,10.0,3,4,1,3,21,6.53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
758,759,1.0,2.0,4.0,1,3,31,1.0,20,3,1.0,1,61800,1.0,14,1,1.0,2,1,0,0,15,7.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
759,760,2.0,1.0,4.0,3,3,27,0.0,11,4,1.0,4,66320,0.0,16,0,6.0,3,5,1,4,6,6.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
760,761,1.0,4.0,2.0,2,3,36,0.0,1,3,1.0,2,35050,1.0,12,2,10.0,2,10,1,8,11,5.63,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
761,762,3.0,1.0,2.0,3,3,36,0.0,24,3,0.0,3,63970,4.0,14,1,11.0,3,3,0,2,4,6.74,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
762,763,1.0,4.0,2.0,3,3,47,0.0,23,4,0.0,2,62740,7.0,14,2,17.0,0,6,1,2,12,6.89,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
763,764,1.0,1.0,3.0,2,3,25,1.0,16,4,1.0,2,198590,3.0,19,0,6.0,3,3,2,2,12,6.46,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
764,765,3.0,3.0,1.0,3,4,37,0.0,8,4,1.0,1,75870,0.0,22,1,7.0,5,6,1,3,16,6.66,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
765,766,1.0,1.0,4.0,3,3,56,0.0,10,4,1.0,2,42580,2.0,16,0,5.0,2,3,1,0,17,5.72,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
766,767,1.0,3.0,4.0,3,3,47,0.0,3,2,1.0,2,43640,3.0,11,1,26.0,3,20,5,6,8,5.68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
767,768,4.0,3.0,3.0,3,3,24,0.0,5,1,1.0,1,43350,1.0,15,1,5.0,5,5,0,3,13,8.68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
768,769,4.0,4.0,2.0,3,3,32,0.0,4,3,1.0,1,53260,4.0,14,1,7.0,2,4,0,3,12,6.69,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
769,770,4.0,2.0,2.0,3,3,34,0.0,9,2,1.0,1,32800,5.0,13,0,7.0,3,5,0,2,22,5.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
770,771,2.0,3.0,2.0,3,3,41,0.0,26,3,0.0,3,54850,2.0,17,2,7.0,2,4,0,3,6,9.74,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
771,772,3.0,3.0,4.0,2,3,40,0.0,3,2,1.0,1,43420,3.0,11,1,11.0,6,8,0,7,19,5.52,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
772,773,1.0,4.0,3.0,3,3,31,0.0,16,3,1.0,2,27820,1.0,19,1,13.0,5,13,9,9,8,5.93,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
773,774,1.0,4.0,4.0,3,3,46,1.0,18,1,1.0,1,59800,4.0,11,1,28.0,2,7,4,3,11,5.89,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
774,775,1.0,1.0,4.0,2,3,39,1.0,2,4,1.0,2,43810,2.0,15,2,11.0,1,1,0,0,6,8.73,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
775,776,3.0,2.0,3.0,3,3,31,1.0,2,3,1.0,2,25720,1.0,13,3,10.0,3,10,4,7,20,5.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
776,777,2.0,1.0,3.0,3,3,45,0.0,10,2,1.0,1,38330,2.0,14,0,24.0,1,7,0,7,14,9.44,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
777,778,4.0,2.0,3.0,3,3,31,0.0,16,4,1.0,3,42440,9.0,13,0,8.0,3,3,0,2,23,5.62,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
778,779,2.0,4.0,1.0,3,4,31,1.0,7,4,1.0,1,65000,6.0,23,1,7.0,5,2,2,2,6,9.61,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
779,780,2.0,4.0,4.0,3,3,45,0.0,1,2,0.0,1,184300,4.0,12,1,10.0,5,3,1,2,15,9.49,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
780,781,3.0,1.0,3.0,3,3,48,0.0,24,3,1.0,2,16010,4.0,12,0,15.0,3,2,2,2,14,6.33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
781,782,1.0,3.0,3.0,3,3,34,1.0,7,4,1.0,2,26940,1.0,16,1,2.0,3,2,2,2,15,6.55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
782,783,4.0,2.0,3.0,2,3,40,0.0,25,4,0.0,1,31490,2.0,15,1,16.0,1,9,4,8,7,7.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
783,784,4.0,1.0,3.0,3,3,28,0.0,1,2,0.0,1,176390,0.0,13,1,6.0,0,5,1,3,16,5.65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
784,785,3.0,3.0,3.0,2,3,44,0.0,5,3,1.0,1,23190,3.0,18,0,7.0,4,5,0,3,19,5.67,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
785,786,4.0,2.0,2.0,3,4,53,0.0,2,4,1.0,2,116910,4.0,20,0,35.0,2,9,8,8,15,6.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
786,787,1.0,3.0,2.0,1,3,49,0.0,7,3,1.0,3,53240,2.0,19,0,20.0,2,3,1,2,8,6.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
787,788,3.0,3.0,4.0,3,3,40,0.0,2,4,1.0,3,167520,2.0,18,1,8.0,3,3,1,2,9,5.78,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
788,789,4.0,2.0,2.0,4,3,44,0.0,5,1,1.0,3,52280,1.0,13,0,6.0,2,5,1,3,5,6.27,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
789,790,4.0,1.0,3.0,3,3,33,0.0,10,3,0.0,2,27000,0.0,14,3,5.0,2,4,0,3,11,6.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
790,791,4.0,1.0,3.0,3,3,34,0.0,10,4,0.0,1,192460,3.0,15,1,15.0,5,13,3,12,13,6.04,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
791,792,4.0,3.0,2.0,3,4,30,0.0,1,2,1.0,1,25060,8.0,22,0,4.0,3,2,2,2,10,5.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
792,793,1.0,4.0,3.0,3,4,42,0.0,8,4,0.0,1,60620,1.0,22,2,12.0,2,12,5,8,22,6.31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
793,794,1.0,3.0,2.0,3,3,44,0.0,5,3,0.0,5,43820,7.0,16,2,11.0,2,1,0,0,15,6.65,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
794,795,3.0,3.0,2.0,3,3,30,0.0,8,3,1.0,1,21430,1.0,17,1,1.0,2,1,0,0,19,5.29,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
795,796,2.0,3.0,2.0,2,3,57,0.0,2,1,1.0,3,61620,0.0,14,0,13.0,5,12,2,8,19,6.57,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
796,797,3.0,2.0,3.0,3,3,49,0.0,7,3,0.0,2,50940,3.0,15,0,29.0,5,8,0,7,13,6.09,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
797,798,2.0,1.0,2.0,3,4,34,0.0,2,4,0.0,2,68770,7.0,20,0,16.0,3,14,6,9,20,5.44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
798,799,1.0,3.0,4.0,3,4,28,1.0,2,3,1.0,1,22740,3.0,20,1,5.0,5,3,1,2,5,5.88,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
799,800,1.0,2.0,1.0,3,3,29,1.0,28,3,0.0,5,44340,2.0,17,3,7.0,1,5,0,0,6,7.06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
800,801,1.0,2.0,4.0,3,3,34,1.0,7,1,1.0,1,62880,0.0,15,1,16.0,2,15,10,10,7,7.79,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
801,802,4.0,3.0,3.0,2,3,35,0.0,7,4,0.0,4,25530,1.0,14,1,1.0,4,1,0,0,22,5.64,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
802,803,2.0,1.0,2.0,2,3,24,1.0,3,3,1.0,2,76540,2.0,17,1,4.0,3,0,0,0,16,7.54,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
803,804,4.0,2.0,3.0,1,3,24,0.0,10,3,0.0,2,51600,1.0,17,1,1.0,3,1,0,0,10,6.62,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
804,805,2.0,3.0,2.0,2,4,44,0.0,5,2,0.0,2,171590,5.0,22,1,16.0,1,2,2,2,6,9.56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
805,806,3.0,3.0,3.0,3,3,29,0.0,10,2,0.0,1,128080,1.0,13,0,10.0,6,10,0,4,6,6.38,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
806,807,3.0,3.0,4.0,3,3,30,0.0,1,2,1.0,3,102210,0.0,19,1,6.0,2,5,1,3,7,5.45,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
807,808,4.0,3.0,3.0,3,3,55,0.0,20,3,1.0,2,47790,0.0,14,1,4.0,6,3,1,2,14,9.55,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
808,809,1.0,2.0,3.0,3,4,33,0.0,7,2,1.0,2,37370,8.0,22,2,8.0,2,5,0,2,5,7.21,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
809,810,3.0,3.0,2.0,2,3,47,0.0,8,4,0.0,2,23660,3.0,17,0,11.0,5,5,1,2,9,9.93,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
810,811,3.0,1.0,2.0,3,3,28,1.0,1,3,1.0,2,17060,7.0,12,0,8.0,3,0,0,0,5,6.92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
811,812,1.0,3.0,1.0,2,3,28,0.0,8,4,1.0,1,163070,1.0,16,0,1.0,3,1,0,0,9,5.48,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
812,813,3.0,1.0,3.0,3,3,28,0.0,9,3,0.0,2,59330,0.0,11,0,5.0,3,4,1,3,22,5.95,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
813,814,3.0,1.0,3.0,3,3,49,0.0,5,4,0.0,1,34240,4.0,11,0,10.0,3,3,1,2,16,5.57,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
814,815,4.0,2.0,3.0,1,3,29,0.0,8,1,1.0,1,40370,0.0,14,0,4.0,2,3,0,2,5,6.52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
815,816,3.0,2.0,2.0,2,3,28,0.0,5,1,1.0,2,25590,1.0,11,0,8.0,3,8,1,7,19,5.12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
816,817,4.0,3.0,3.0,2,3,33,0.0,15,4,0.0,1,62010,2.0,15,3,14.0,2,0,0,0,18,7.45,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
817,818,3.0,4.0,4.0,2,4,32,0.0,7,3,0.0,3,44030,2.0,20,0,10.0,3,5,0,0,10,6.72,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
818,819,2.0,4.0,3.0,2,3,54,0.0,10,3,0.0,4,37610,3.0,12,0,26.0,3,14,1,12,21,6.02,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
819,820,1.0,1.0,1.0,3,3,29,1.0,5,3,0.0,2,109340,6.0,17,2,11.0,2,9,0,7,8,5.82,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
820,821,4.0,1.0,4.0,2,3,44,0.0,26,1,1.0,1,107610,3.0,11,1,24.0,5,20,14,17,20,6.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
821,822,2.0,2.0,3.0,4,3,39,0.0,6,1,0.0,2,51750,4.0,17,1,9.0,2,2,2,2,21,6.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
822,823,3.0,2.0,4.0,2,3,46,0.0,4,2,1.0,3,138260,8.0,11,0,23.0,1,13,5,1,8,6.34,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
